时间戳	借车需求	还车需求
2024-06-30 00:00	0	0
2024-06-30 00:15	0	0
2024-06-30 00:30	0	0
2024-06-30 00:45	0	0
2024-06-30 01:00	0	0
2024-06-30 01:15	0	0
2024-06-30 01:30	0	0
2024-06-30 01:45	0	0
2024-06-30 02:00	0	0
2024-06-30 02:15	0	0
2024-06-30 02:30	0	0
2024-06-30 02:45	0	0
2024-06-30 03:00	0	0
2024-06-30 03:15	0	0
2024-06-30 03:30	0	0
2024-06-30 03:45	0	0
2024-06-30 04:00	0	0
2024-06-30 04:15	0	0
2024-06-30 04:30	0	0
2024-06-30 04:45	0	0
2024-06-30 05:00	0	0
2024-06-30 05:15	0	0
2024-06-30 05:30	0	0
2024-06-30 05:45	0	0
2024-06-30 06:00	3	0
2024-06-30 06:15	1	1
2024-06-30 06:30	0	0
2024-06-30 06:45	2	2
2024-06-30 07:00	1	0
2024-06-30 07:15	2	1
2024-06-30 07:30	1	2
2024-06-30 07:45	3	0
2024-06-30 08:00	3	2
2024-06-30 08:15	2	3
2024-06-30 08:30	5	4
2024-06-30 08:45	4	3
2024-06-30 09:00	9	6
2024-06-30 09:15	10	7
2024-06-30 09:30	9	8
2024-06-30 09:45	11	8
2024-06-30 10:00	8	9
2024-06-30 10:15	9	6
2024-06-30 10:30	10	7
2024-06-30 10:45	10	5
2024-06-30 11:00	7	5
2024-06-30 11:15	8	6
2024-06-30 11:30	7	3
2024-06-30 11:45	7	6
2024-06-30 12:00	6	3
2024-06-30 12:15	7	3
2024-06-30 12:30	7	4
2024-06-30 12:45	5	3
2024-06-30 13:00	3	4
2024-06-30 13:15	4	3
2024-06-30 13:30	4	5
2024-06-30 13:45	5	2
2024-06-30 14:00	6	5
2024-06-30 14:15	6	4
2024-06-30 14:30	7	5
2024-06-30 14:45	7	5
2024-06-30 15:00	7	7
2024-06-30 15:15	7	5
2024-06-30 15:30	9	6
2024-06-30 15:45	8	7
2024-06-30 16:00	10	9
2024-06-30 16:15	8	10
2024-06-30 16:30	10	10
2024-06-30 16:45	10	10
2024-06-30 17:00	12	13
2024-06-30 17:15	11	12
2024-06-30 17:30	12	11
2024-06-30 17:45	12	11
2024-06-30 18:00	12	10
2024-06-30 18:15	12	11
2024-06-30 18:30	12	13
2024-06-30 18:45	12	13
2024-06-30 19:00	12	11
2024-06-30 19:15	11	12
2024-06-30 19:30	12	11
2024-06-30 19:45	11	10
2024-06-30 20:00	12	10
2024-06-30 20:15	10	11
2024-06-30 20:30	12	10
2024-06-30 20:45	11	8
2024-06-30 21:00	2	0
2024-06-30 21:15	0	0
2024-06-30 21:30	2	0
2024-06-30 21:45	1	1
2024-06-30 22:00	0	0
2024-06-30 22:15	0	0
2024-06-30 22:30	0	0
2024-06-30 22:45	0	0
2024-06-30 23:00	0	0
2024-06-30 23:15	0	0
2024-06-30 23:30	1	0
2024-06-30 23:45	1	0
