时间戳	借车需求	还车需求
2024-06-29 00:00	0	0
2024-06-29 00:15	0	0
2024-06-29 00:30	0	0
2024-06-29 00:45	0	0
2024-06-29 01:00	0	0
2024-06-29 01:15	0	0
2024-06-29 01:30	0	0
2024-06-29 01:45	0	0
2024-06-29 02:00	0	0
2024-06-29 02:15	0	0
2024-06-29 02:30	0	0
2024-06-29 02:45	0	0
2024-06-29 03:00	0	0
2024-06-29 03:15	0	0
2024-06-29 03:30	0	0
2024-06-29 03:45	0	0
2024-06-29 04:00	0	0
2024-06-29 04:15	0	0
2024-06-29 04:30	0	0
2024-06-29 04:45	0	0
2024-06-29 05:00	0	0
2024-06-29 05:15	0	0
2024-06-29 05:30	0	0
2024-06-29 05:45	0	0
2024-06-29 06:00	2	2
2024-06-29 06:15	3	4
2024-06-29 06:30	2	1
2024-06-29 06:45	3	3
2024-06-29 07:00	2	3
2024-06-29 07:15	1	3
2024-06-29 07:30	3	1
2024-06-29 07:45	3	0
2024-06-29 08:00	2	3
2024-06-29 08:15	1	0
2024-06-29 08:30	2	1
2024-06-29 08:45	3	2
2024-06-29 09:00	2	3
2024-06-29 09:15	1	2
2024-06-29 09:30	0	2
2024-06-29 09:45	1	0
2024-06-29 10:00	4	3
2024-06-29 10:15	4	2
2024-06-29 10:30	5	5
2024-06-29 10:45	3	1
2024-06-29 11:00	4	2
2024-06-29 11:15	3	3
2024-06-29 11:30	4	2
2024-06-29 11:45	4	4
2024-06-29 12:00	3	2
2024-06-29 12:15	4	5
2024-06-29 12:30	5	1
2024-06-29 12:45	5	1
2024-06-29 13:00	3	2
2024-06-29 13:15	4	5
2024-06-29 13:30	5	5
2024-06-29 13:45	5	5
2024-06-29 14:00	5	5
2024-06-29 14:15	5	4
2024-06-29 14:30	5	5
2024-06-29 14:45	7	5
2024-06-29 15:00	6	5
2024-06-29 15:15	8	6
2024-06-29 15:30	6	4
2024-06-29 15:45	8	7
2024-06-29 16:00	7	7
2024-06-29 16:15	9	8
2024-06-29 16:30	7	8
2024-06-29 16:45	9	10
2024-06-29 17:00	8	7
2024-06-29 17:15	10	7
2024-06-29 17:30	11	6
2024-06-29 17:45	10	5
2024-06-29 18:00	10	11
2024-06-29 18:15	9	8
2024-06-29 18:30	11	9
2024-06-29 18:45	9	10
2024-06-29 19:00	10	6
2024-06-29 19:15	9	7
2024-06-29 19:30	8	10
2024-06-29 19:45	10	11
2024-06-29 20:00	5	7
2024-06-29 20:15	7	6
2024-06-29 20:30	6	7
2024-06-29 20:45	7	7
2024-06-29 21:00	6	5
2024-06-29 21:15	7	6
2024-06-29 21:30	6	5
2024-06-29 21:45	5	4
2024-06-29 22:00	4	5
2024-06-29 22:15	3	3
2024-06-29 22:30	3	3
2024-06-29 22:45	3	5
2024-06-29 23:00	3	4
2024-06-29 23:15	3	2
2024-06-29 23:30	4	4
2024-06-29 23:45	2	2
