时间戳	借车需求	还车需求
2024-06-19 00:00	0	0
2024-06-19 00:15	0	0
2024-06-19 00:30	0	1
2024-06-19 00:45	0	0
2024-06-19 01:00	0	0
2024-06-19 01:15	0	1
2024-06-19 01:30	0	1
2024-06-19 01:45	0	0
2024-06-19 02:00	0	0
2024-06-19 02:15	0	0
2024-06-19 02:30	0	1
2024-06-19 02:45	0	1
2024-06-19 03:00	0	1
2024-06-19 03:15	0	1
2024-06-19 03:30	0	1
2024-06-19 03:45	0	1
2024-06-19 04:00	0	1
2024-06-19 04:15	0	0
2024-06-19 04:30	0	1
2024-06-19 04:45	0	0
2024-06-19 05:00	0	1
2024-06-19 05:15	0	2
2024-06-19 05:30	1	2
2024-06-19 05:45	1	3
2024-06-19 06:00	2	1
2024-06-19 06:15	2	3
2024-06-19 06:30	3	5
2024-06-19 06:45	4	5
2024-06-19 07:00	6	7
2024-06-19 07:15	5	4
2024-06-19 07:30	4	5
2024-06-19 07:45	5	4
2024-06-19 08:00	6	4
2024-06-19 08:15	7	4
2024-06-19 08:30	4	6
2024-06-19 08:45	6	4
2024-06-19 09:00	4	3
2024-06-19 09:15	4	3
2024-06-19 09:30	3	2
2024-06-19 09:45	3	2
2024-06-19 10:00	4	5
2024-06-19 10:15	3	4
2024-06-19 10:30	3	4
2024-06-19 10:45	4	3
2024-06-19 11:00	4	3
2024-06-19 11:15	3	4
2024-06-19 11:30	3	2
2024-06-19 11:45	3	2
2024-06-19 12:00	3	2
2024-06-19 12:15	3	2
2024-06-19 12:30	2	3
2024-06-19 12:45	2	1
2024-06-19 13:00	2	3
2024-06-19 13:15	2	1
2024-06-19 13:30	2	1
2024-06-19 13:45	3	4
2024-06-19 14:00	4	3
2024-06-19 14:15	3	2
2024-06-19 14:30	3	4
2024-06-19 14:45	4	5
2024-06-19 15:00	3	4
2024-06-19 15:15	3	4
2024-06-19 15:30	4	3
2024-06-19 15:45	3	2
2024-06-19 16:00	4	5
2024-06-19 16:15	4	6
2024-06-19 16:30	4	5
2024-06-19 16:45	3	5
2024-06-19 17:00	5	4
2024-06-19 17:15	7	5
2024-06-19 17:30	5	4
2024-06-19 17:45	6	7
2024-06-19 18:00	6	5
2024-06-19 18:15	6	3
2024-06-19 18:30	6	7
2024-06-19 18:45	8	2
2024-06-19 19:00	3	2
2024-06-19 19:15	3	2
2024-06-19 19:30	3	2
2024-06-19 19:45	2	3
2024-06-19 20:00	2	1
2024-06-19 20:15	2	3
2024-06-19 20:30	2	3
2024-06-19 20:45	3	4
2024-06-19 21:00	2	3
2024-06-19 21:15	2	0
2024-06-19 21:30	2	0
2024-06-19 21:45	2	0
2024-06-19 22:00	0	0
2024-06-19 22:15	0	0
2024-06-19 22:30	0	0
2024-06-19 22:45	0	1
2024-06-19 23:00	0	1
2024-06-19 23:15	0	1
2024-06-19 23:30	0	1
2024-06-19 23:45	0	0
